sigma_noise,sigma_gp,lambda,beta0,ell0,beta1,ell1,beta2,ell2
61.40741790211962,133.05731383348726,1.6071778773229541,1.477926881044191e-07,2.151900135060907,3.7632706696441883e-07,9.838266317844388,-1.3870352343856988e-07,3.8116914230838854
60.117007314235444,145.81863629515615,1.528884092768572,2.2733774562899502e-07,3.0217047099413894,-4.581996008311897e-07,9.328066386150669,-2.366138230992712e-07,3.527843678165154
57.310308097513484,126.6220193153237,1.4474466548585063,-7.952313087403198e-07,8.471845910486051,8.589413859646886e-07,3.5635570108439283,-5.047015255376266e-07,15.874932611045859
62.20652208416826,115.46341116739558,1.0727027928830382,9.158362965384966e-07,2.9579726473406693,-8.915788098933566e-07,5.632385200103594,4.086944728756535e-07,7.935165046805213
59.65791333588507,98.16057559332077,1.807949697993363,-1.9507203193571065e-06,2.737361356419379,7.443975471726762e-07,4.811295967867926,-9.011986152987352e-07,4.917972159813252
60.36262334229214,92.18741255974098,2.2533395047040847,-1.4773352237375518e-06,2.8672556855646616,2.498879861370271e-07,4.201090604217952,-5.358295435512951e-07,3.3121884801746155
60.36262334229214,92.18741255974098,2.2533395047040847,-1.4773352237375518e-06,2.8672556855646616,2.498879861370271e-07,4.201090604217952,-5.358295435512951e-07,3.3121884801746155
60.2123414972054,87.13340163764144,2.270526832780137,-1.6965740495724026e-06,3.283732819799153,3.5048162301983683e-07,3.4690870943373024,-6.827549228123003e-07,2.766531099975989
56.80914523653682,127.06442482760457,0.5740663812780905,-1.9376318473837554e-06,3.642462997739103,6.359574243141898e-07,8.895772350843464,-7.549954896443542e-07,17.595100543751123
59.759366576889676,143.56521834278078,1.8914985143073233,1.4909097938718663e-06,3.3680546500530886,9.967155506359957e-08,10.711149933195646,-7.073909380703994e-07,5.746824087743213
56.916083330749004,151.1830886552544,1.58333762290887,8.117596847641998e-07,2.8507602103814356,1.8604411944356548e-07,10.13772011682315,-1.0069620329085633e-06,5.991230034373354
62.46027292659841,89.71112372516558,1.5388472480312527,-6.559863142844241e-07,4.794415389261826,-2.397392241843383e-07,3.9387289697488925,-1.227706643586792e-07,9.634066763085109
61.26775362928408,89.89500138052978,1.5136926785367675,-2.9450360326604446e-07,5.451825065957614,-6.366658577151604e-08,3.5542386070964196,-6.184303093144829e-07,10.681066513289027
61.77292160742425,105.66495659994611,1.4412545222449158,2.1068214327448592e-07,3.7027272110012137,-6.049149596775905e-08,5.034320866277738,5.454867983723952e-07,23.38672545134736
61.57518092807859,89.71679678755604,1.2862528777704463,1.754310412427008e-07,3.885257008773299,-1.4472145561860428e-07,3.917719643523425,4.907729653251072e-07,26.152213110474147
61.157527844881585,85.04958615012818,1.2527385123041137,-2.0516980637948398e-07,2.9862163319808803,1.053074877677573e-07,2.9266063264201536,-5.76015839927468e-07,18.962178409314287
60.215212806335124,105.71179168842797,1.4843726215626285,-6.18463716233604e-07,4.0209772984752306,1.8675854502859972e-09,3.0693533830915656,4.6148230822379895e-07,21.83155434296696
60.215212806335124,105.71179168842797,1.4843726215626285,-6.18463716233604e-07,4.0209772984752306,1.8675854502859972e-09,3.0693533830915656,4.6148230822379895e-07,21.83155434296696
58.90823145034934,107.52364389430356,1.0257073547188549,6.937620850670381e-07,3.815639565278676,1.1708743184701559e-07,8.931814015569854,-3.279119808566066e-07,2.8333488609339876
60.57651128549255,116.63046657533734,1.126396380123342,3.612473538297415e-08,5.442203288708253,-7.965583918276688e-07,4.742619001986283,-1.948166783059447e-07,3.6623608933285574
60.99237160638529,92.35046743145797,1.549821325020574,2.2273040728394096e-07,4.671456195853293,5.617788584232247e-07,6.190611376824245,-2.331085638854632e-07,8.206352181015015
59.296363333959675,97.55868014564224,1.5894179268188584,-6.419936913819854e-07,3.17834634609219,-5.831390036077387e-07,2.4520363114173986,3.788395125239418e-07,4.904630214085378
57.508563530928214,73.18215107777307,1.2848860538294646,7.862411181907044e-07,4.669020988900562,1.72380480257705e-06,4.575284589106706,-2.9815398613663283e-07,9.316794810632617
59.08641624985688,121.15428588599195,1.7671967414376695,-1.231761302427198e-06,3.073083044661278,-1.386213221166106e-06,2.6678148838402818,3.309977180446669e-07,14.777798108688813
56.53994320683039,64.36760193627906,1.7537829989886544,2.861474171114776e-07,3.5633688656948266,8.612812508021311e-07,4.066566618436064,-5.991166342616601e-07,3.9040617418375683
62.52913029524286,142.505238220657,1.1615897032977318,-5.692566824510696e-07,3.5423416709332374,-1.0246416513179627e-06,4.663846829685617,7.520693588141544e-07,11.169168275165756
62.52913029524286,142.505238220657,1.1615897032977318,-5.692566824510696e-07,3.5423416709332374,-1.0246416513179627e-06,4.663846829685617,7.520693588141544e-07,11.169168275165756
56.44484003727533,105.18293614201994,1.7679315172821715,5.488066101129077e-07,5.6652645277027,1.1769069987197051e-06,8.093980383535992,-7.167841731123052e-07,8.242165972281462
58.14059461571943,131.84013865685833,1.7772723975365565,-1.1766254687330614e-06,8.97595493019875,-2.6949634372546153e-07,4.747415305408827,7.197608032718587e-08,8.571856795372456
62.25913707735311,199.46969327215763,1.116238792130586,1.0194704675988149e-06,2.7746579109792493,4.1172006030940985e-07,5.327016015493151,-3.635993153250653e-08,5.209423238998242
60.31248835880169,111.58020821839695,1.2190995489481542,1.2984887065639084e-06,3.200626836942593,9.466012999406486e-07,4.869486486735817,5.260934890176702e-08,4.617250129744555
